,MESS_DATUM,FX,FM,SDK,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
12993,1989-12-27,5.7,1.5,0.0,7.7,4.8,950.1,-2.0,91.0,-0.5,-2.6,-1.8
12994,1989-12-28,2.1,0.7,3.3,7.0,4.8,953.6,-2.0,90.0,1.1,-4.0,-3.7
12995,1989-12-29,4.2,0.6,6.8,2.7,4.5,956.3,-2.8,89.0,1.5,-4.6,-4.8
12996,1989-12-30,3.6,0.8,0.0,7.0,4.2,957.2,-4.4,93.0,-2.3,-5.4,-4.4
12997,1989-12-31,4.1,0.6,5.5,2.3,3.8,956.4,-3.7,83.0,0.6,-6.6,-6.6
12998,1990-01-01,4.1,0.4,5.6,0.0,4.0,955.4,-3.8,87.0,1.4,-7.7,-8.4
12999,1990-01-02,2.5,0.2,4.9,0.3,4.2,956.9,-2.2,81.0,6.1,-7.8,-8.3
13000,1990-01-03,7.2,1.2,0.0,8.0,5.1,957.1,-0.9,89.0,0.8,-3.7,-5.7
13001,1990-01-04,6.5,0.8,3.7,3.0,4.3,960.2,-2.5,84.0,1.7,-4.3,-2.5
13002,1990-01-05,5.7,0.7,0.0,5.3,4.9,960.7,-1.0,89.0,2.6,-7.0,-7.2
13003,1990-01-06,6.0,0.9,0.0,8.0,5.2,963.1,-2.2,97.0,0.6,-3.4,-3.6
13004,1990-01-07,3.0,0.6,0.0,8.0,4.2,967.3,-4.5,93.0,-2.8,-5.8,-5.6
13005,1990-01-08,3.8,0.2,6.7,3.0,3.7,970.6,-5.3,88.0,0.6,-8.3,-9.4
13006,1990-01-09,3.9,0.3,6.1,0.3,4.1,971.6,-3.1,84.0,4.0,-10.2,-11.2
13007,1990-01-10,2.9,0.3,6.1,2.3,4.4,968.4,-3.4,89.0,3.8,-7.6,-9.1
13008,1990-01-11,1.5,0.6,5.8,0.3,3.6,967.7,-6.1,88.0,1.5,-8.8,-9.5
13009,1990-01-12,1.5,0.3,5.8,0.3,3.5,966.3,-5.2,84.0,-0.1,-11.3,-12.5
13010,1990-01-13,3.6,0.6,8.0,0.3,3.9,964.7,-2.7,79.0,7.6,-8.5,-10.8
13011,1990-01-14,3.6,0.3,7.4,0.3,3.5,962.0,-4.5,80.0,2.5,-8.0,-10.0
13012,1990-01-15,8.2,1.4,7.5,3.7,4.5,964.2,-0.4,77.0,4.8,-8.2,-9.8
13013,1990-01-16,8.2,2.3,1.1,6.7,6.6,963.8,5.6,70.0,8.6,-0.3,-0.7
13014,1990-01-17,8.7,2.1,7.7,4.0,6.5,960.8,6.6,70.0,10.6,2.8,0.9
13015,1990-01-18,5.7,1.2,0.0,5.0,6.1,962.1,1.5,86.0,7.1,0.0,1.2
13016,1990-01-19,5.1,1.3,6.7,2.0,4.7,965.1,0.4,76.0,5.9,-2.6,-3.6
13017,1990-01-20,13.9,3.1,0.0,7.7,5.8,966.7,3.3,77.0,4.6,-1.4,-2.4
13018,1990-01-21,8.2,1.6,0.2,7.7,8.3,969.4,6.9,83.0,8.6,3.9,2.6
13019,1990-01-22,3.1,0.8,7.7,0.3,6.6,967.9,4.1,80.0,11.0,0.9,-0.5
13020,1990-01-23,3.5,0.9,6.9,3.7,5.5,959.7,4.6,68.0,10.4,-1.7,-3.0
13021,1990-01-24,20.1,4.3,0.4,8.0,6.9,949.8,6.4,72.0,8.8,3.8,3.3
13022,1990-01-25,21.6,3.3,0.1,5.7,7.1,943.2,5.8,77.0,9.3,2.5,1.9
13023,1990-01-26,23.9,6.3,4.9,5.7,6.1,943.1,4.8,68.0,8.0,2.5,4.0
13024,1990-01-27,11.8,2.3,4.3,4.7,4.5,948.4,4.2,54.0,9.8,1.8,1.0
13025,1990-01-28,10.8,2.1,0.7,7.0,5.8,942.2,6.8,58.0,14.6,1.6,0.3
13026,1990-01-29,7.2,1.5,5.1,5.7,6.8,948.0,3.4,87.0,8.1,1.6,1.1
13027,1990-01-30,9.3,1.6,0.5,5.0,6.5,947.6,3.6,84.0,7.5,0.5,0.5
13028,1990-01-31,5.1,0.8,6.3,4.0,7.4,946.4,5.2,83.0,10.4,0.0,-1.2
13029,1990-02-01,1.8,0.3,0.0,5.3,6.1,949.1,4.4,73.0,9.7,0.5,-1.0
13030,1990-02-02,10.0,0.9,0.8,3.3,6.6,952.2,3.5,85.0,7.3,-1.0,-1.7
13031,1990-02-03,25.5,3.0,7.7,4.0,6.2,954.2,7.7,63.0,12.7,0.1,-1.3
13032,1990-02-04,18.5,2.8,8.1,0.3,5.5,966.9,5.8,58.0,11.2,3.7,3.2
13033,1990-02-05,5.1,0.9,8.7,1.0,4.7,964.7,5.3,55.0,13.6,-0.6,-2.4
13034,1990-02-06,3.1,0.4,8.6,0.7,5.5,956.3,3.5,73.0,11.6,-2.2,-3.3
13035,1990-02-07,5.7,1.4,8.4,0.0,6.0,957.9,7.1,59.0,16.1,0.0,-1.7
13036,1990-02-08,24.2,4.2,1.6,7.0,7.3,957.1,9.2,60.0,17.8,5.4,3.9
13037,1990-02-09,11.1,2.6,7.3,3.3,5.5,965.2,4.4,66.0,7.7,2.5,1.6
13038,1990-02-10,8.2,1.7,6.3,5.0,4.5,953.9,4.7,58.0,8.8,-1.3,-2.1
13039,1990-02-11,18.5,3.8,0.6,4.7,5.8,944.2,3.0,72.0,6.6,1.0,1.8
13040,1990-02-12,16.0,3.8,1.3,5.0,5.2,930.9,2.5,71.0,5.6,-0.7,-1.3
13041,1990-02-13,10.8,3.2,2.3,7.0,5.9,935.6,1.1,89.0,3.4,0.0,0.0
13042,1990-02-14,22.6,5.6,0.0,7.7,7.0,931.1,3.4,83.0,7.9,0.0,0.1
13043,1990-02-15,30.0,5.7,0.0,6.7,7.3,933.3,4.7,79.0,11.7,0.4,0.0
13044,1990-02-16,15.0,2.9,0.9,6.7,5.2,946.8,1.5,75.0,4.2,0.4,0.3
13045,1990-02-17,5.8,1.3,2.3,3.0,6.4,953.7,3.2,85.0,6.7,-0.6,-2.0
13046,1990-02-18,5.5,1.5,5.4,4.0,8.1,954.5,8.2,75.0,15.0,3.2,1.6
13047,1990-02-19,4.6,1.1,2.9,6.3,7.8,958.2,10.4,63.0,15.2,4.6,2.8
13048,1990-02-20,5.0,1.2,9.4,0.7,7.9,964.9,10.7,62.0,18.3,4.8,2.8
13049,1990-02-21,7.7,1.3,9.6,0.3,8.5,967.7,11.0,69.0,17.9,2.9,1.3
13050,1990-02-22,9.3,1.7,8.7,1.0,9.5,974.4,10.2,76.0,14.3,6.2,4.1
13051,1990-02-23,3.1,0.8,7.5,0.3,8.4,970.1,8.3,78.0,15.0,2.8,2.0
13052,1990-02-24,6.7,1.3,9.5,0.0,7.4,964.7,11.0,59.0,19.8,5.5,2.6
13053,1990-02-25,12.9,2.0,9.6,0.7,6.5,954.0,13.3,44.0,21.4,6.3,4.4
13054,1990-02-26,27.0,7.8,0.8,6.0,7.5,941.7,8.0,65.0,15.1,2.6,8.8
13055,1990-02-27,34.6,7.6,2.2,7.0,6.9,933.1,4.4,79.0,12.9,1.1,2.7
13056,1990-02-28,28.0,7.6,0.2,7.3,7.1,939.4,6.5,76.0,9.2,1.2,0.5
13057,1990-03-01,34.0,7.9,6.3,5.0,4.8,943.2,2.5,63.0,10.5,0.5,3.9
13058,1990-03-02,15.2,4.7,2.6,6.3,5.2,958.1,0.9,80.0,3.5,0.1,-1.6
13059,1990-03-03,14.0,3.8,1.9,7.3,4.7,975.7,1.0,74.0,2.8,-1.7,-2.5
13060,1990-03-04,10.3,2.4,10.3,1.0,4.4,975.4,2.8,61.0,7.6,-1.7,-2.1
13061,1990-03-05,11.0,2.3,8.6,2.3,4.3,966.8,6.1,49.0,11.8,-0.4,-1.2
13062,1990-03-06,18.9,4.8,4.9,7.0,3.8,959.2,9.8,33.0,13.2,3.1,1.1
13063,1990-03-07,11.3,2.4,10.1,2.0,5.1,960.6,8.4,46.0,14.1,6.4,3.0
13064,1990-03-08,14.4,2.3,7.0,4.7,6.2,958.7,10.8,51.0,17.4,1.3,-0.6
13065,1990-03-09,20.3,5.4,6.1,7.0,8.5,959.9,11.4,61.0,14.2,9.3,6.8
13066,1990-03-10,17.8,5.5,0.0,7.7,8.5,967.1,9.8,72.0,11.6,6.9,5.0
13067,1990-03-11,12.9,2.8,10.5,1.0,8.5,965.3,12.6,61.0,20.2,8.0,6.8
13068,1990-03-12,7.2,1.6,1.4,7.0,9.0,960.3,12.3,63.0,17.2,7.8,5.0
13069,1990-03-13,7.9,1.4,9.4,1.7,7.2,961.2,9.7,62.0,15.2,5.0,3.0
13070,1990-03-14,5.7,1.3,0.0,8.0,10.2,965.9,8.6,91.0,10.3,5.3,3.6
13071,1990-03-15,6.2,1.1,4.0,4.7,9.0,970.4,9.8,75.0,13.1,6.6,5.0
13072,1990-03-16,5.1,0.8,6.8,2.7,7.3,970.9,9.2,66.0,14.7,2.1,0.1
13073,1990-03-17,8.2,1.3,10.1,0.0,6.1,968.6,11.1,54.0,17.9,1.6,0.5
13074,1990-03-18,6.2,0.9,10.4,0.7,6.3,969.3,12.0,49.0,19.6,3.3,1.9
13075,1990-03-19,6.0,1.1,10.4,0.0,7.0,969.0,12.0,51.0,19.8,4.5,2.4
13076,1990-03-20,14.9,3.5,2.4,6.0,8.4,965.3,11.8,62.0,17.2,6.7,5.3
13077,1990-03-21,19.5,4.6,7.9,4.3,8.2,959.6,16.4,47.0,20.8,10.5,9.0
13078,1990-03-22,13.9,3.3,8.2,2.7,8.1,956.7,17.6,42.0,23.7,11.5,10.1
13079,1990-03-23,9.3,2.0,2.9,5.0,8.6,961.0,7.6,82.0,17.0,6.9,7.3
13080,1990-03-24,5.7,1.4,10.9,0.0,8.2,956.6,10.3,70.0,17.2,3.0,1.6
13081,1990-03-25,13.4,3.1,1.5,7.3,6.1,955.3,4.6,69.0,10.8,2.2,6.2
13082,1990-03-26,7.2,1.7,0.0,7.7,6.1,955.0,3.0,81.0,4.7,1.5,1.2
13083,1990-03-27,12.3,2.5,0.7,8.0,6.2,952.8,4.6,74.0,6.7,2.2,1.2
13084,1990-03-28,7.7,1.5,0.0,7.0,7.0,951.8,3.9,87.0,5.3,2.2,2.5
13085,1990-03-29,6.2,1.7,0.0,8.0,7.6,962.0,4.2,93.0,4.8,2.8,2.0
13086,1990-03-30,4.8,1.2,0.1,7.0,8.3,967.6,7.0,85.0,9.3,3.5,3.2
13087,1990-03-31,8.2,1.6,10.0,0.3,8.5,968.2,10.3,69.0,14.2,4.4,0.3
13088,1990-04-01,3.6,1.1,10.6,0.0,8.6,959.2,12.3,66.0,19.7,3.8,2.4
13089,1990-04-02,6.2,1.1,10.5,2.0,8.0,946.3,14.1,52.0,20.1,7.4,5.0
13090,1990-04-03,15.2,3.2,4.3,6.0,7.5,941.9,10.5,58.0,17.1,7.6,6.9
13091,1990-04-04,6.7,2.2,1.7,7.0,5.9,951.2,4.6,71.0,7.7,2.4,1.9
13092,1990-04-05,6.7,1.8,0.0,8.0,7.4,952.0,4.1,89.0,5.3,3.4,2.4
13093,1990-04-06,8.7,2.1,0.3,7.7,7.5,945.7,6.3,81.0,8.4,3.1,2.6
13094,1990-04-07,6.2,1.8,0.0,8.0,7.8,943.0,3.7,92.0,7.3,1.8,5.5
13095,1990-04-08,12.3,2.1,0.0,7.7,6.7,950.4,3.3,86.0,5.2,1.2,1.0
13096,1990-04-09,12.3,2.9,2.8,7.3,5.2,946.4,4.4,62.0,6.8,0.4,0.4
13097,1990-04-10,8.2,2.1,9.1,3.3,5.0,946.1,6.2,55.0,11.2,3.3,3.1
13098,1990-04-11,15.5,3.8,0.1,8.0,7.2,945.6,3.8,90.0,5.8,1.4,1.5
13099,1990-04-12,8.2,1.8,2.6,4.7,6.4,953.0,3.9,79.0,7.7,2.0,1.4
13100,1990-04-13,6.5,1.5,7.0,2.7,6.6,951.5,8.3,62.0,13.3,0.4,-0.6
13101,1990-04-14,14.0,2.1,7.3,6.3,7.1,949.5,7.2,67.0,16.5,3.2,1.2
13102,1990-04-15,13.4,3.1,1.0,7.0,7.4,947.2,5.8,79.0,8.2,3.3,2.9
13103,1990-04-16,11.3,3.2,8.2,3.7,6.4,954.7,6.6,66.0,10.4,3.4,2.4
13104,1990-04-17,9.3,2.2,6.9,4.7,6.4,954.4,8.0,60.0,12.3,3.4,2.2
13105,1990-04-18,6.2,1.9,0.0,8.0,7.3,952.5,3.4,95.0,6.8,1.2,0.6
13106,1990-04-19,6.2,2.4,0.0,8.0,7.7,947.5,4.2,94.0,5.6,2.7,2.5
13107,1990-04-20,14.4,2.6,7.1,6.0,7.1,942.3,9.2,65.0,14.4,2.6,1.8
13108,1990-04-21,10.3,2.0,9.5,5.0,8.4,941.8,10.6,68.0,15.8,6.2,4.8
13109,1990-04-22,6.7,1.8,4.1,7.0,9.2,944.1,9.8,77.0,15.0,6.9,6.7
13110,1990-04-23,11.3,2.1,0.0,8.0,9.2,942.8,7.9,85.0,10.2,5.7,4.6
13111,1990-04-24,10.3,3.1,2.5,6.7,9.0,947.3,8.8,80.0,12.1,6.8,6.0
13112,1990-04-25,9.3,2.9,0.1,7.0,9.4,951.6,8.1,86.0,11.0,7.8,6.9
13113,1990-04-26,10.8,2.3,4.1,6.3,9.1,955.1,9.2,77.0,14.3,6.4,5.6
13114,1990-04-27,17.0,4.1,1.5,7.0,8.9,957.0,8.6,77.0,13.6,6.3,5.2
13115,1990-04-28,7.2,2.1,5.6,4.7,6.2,962.2,7.7,60.0,11.9,5.5,5.3
13116,1990-04-29,6.7,1.9,12.8,1.0,6.1,963.1,10.6,48.0,15.0,4.4,2.8
13117,1990-04-30,7.0,1.2,12.1,2.7,8.2,963.2,13.7,53.0,17.8,4.0,2.6
13118,1990-05-01,8.1,1.2,12.6,0.7,9.4,965.1,16.4,54.0,21.3,8.8,6.2
13119,1990-05-02,11.3,2.3,12.5,0.7,10.2,967.3,17.4,53.0,21.9,11.8,11.8
13120,1990-05-03,12.9,3.0,12.8,0.7,7.7,964.8,15.0,46.0,19.3,10.2,9.0
13121,1990-05-04,13.1,3.6,12.9,1.3,9.6,960.5,17.4,50.0,21.6,9.6,8.0
13122,1990-05-05,10.7,2.1,13.0,0.3,9.6,956.8,18.5,46.0,23.3,12.4,9.4
13123,1990-05-06,11.3,1.1,7.6,5.0,10.8,954.8,16.4,58.0,23.6,10.7,8.2
13124,1990-05-07,14.4,1.5,6.6,5.3,12.1,953.7,15.6,68.0,22.5,11.4,9.2
13125,1990-05-08,9.0,1.1,5.2,5.7,12.5,954.4,14.8,74.0,19.8,11.6,10.5
13126,1990-05-09,8.7,1.4,9.1,5.7,12.3,953.8,17.3,64.0,22.7,10.6,8.8
13127,1990-05-10,10.3,1.2,10.9,3.7,12.6,952.1,16.7,66.0,23.5,12.4,10.3
13128,1990-05-11,9.0,2.2,1.6,7.7,12.7,950.4,13.1,82.0,18.3,11.4,11.7
13129,1990-05-12,15.8,1.9,7.1,3.7,10.8,948.7,13.8,70.0,18.2,9.6,9.2
13130,1990-05-13,10.3,1.5,6.6,4.0,11.9,950.2,15.4,67.0,21.2,10.2,8.2
13131,1990-05-14,5.1,1.1,5.1,5.7,12.5,953.2,16.4,70.0,20.4,12.1,11.4
13132,1990-05-15,8.2,1.4,4.9,5.7,13.5,955.8,16.2,74.0,21.3,12.9,13.3
13133,1990-05-16,7.8,1.7,11.5,3.0,11.3,956.0,19.2,52.0,24.2,12.9,11.9
13134,1990-05-17,8.2,1.7,11.6,2.7,12.5,954.3,19.0,58.0,22.5,13.4,12.1
13135,1990-05-18,6.7,1.4,7.1,6.3,10.7,955.1,17.4,53.0,21.8,14.8,10.9
13136,1990-05-19,8.2,1.9,11.0,3.0,10.6,956.3,16.3,59.0,21.0,10.5,8.3
13137,1990-05-20,5.7,1.4,12.1,3.3,8.5,954.6,16.1,48.0,21.3,10.0,9.4
13138,1990-05-21,7.5,1.2,7.6,6.0,12.6,951.0,16.2,68.0,21.5,12.1,10.8
13139,1990-05-22,5.9,1.2,7.9,3.7,12.6,951.6,17.6,65.0,22.1,11.8,11.0
13140,1990-05-23,6.2,1.1,7.9,4.0,13.4,952.2,18.5,63.0,23.1,11.8,10.9
13141,1990-05-24,6.7,0.9,0.8,7.7,16.0,949.6,16.1,86.0,19.2,13.6,12.3
13142,1990-05-25,9.3,2.2,0.0,7.7,12.0,953.4,10.6,94.0,15.3,9.4,11.4
13143,1990-05-26,9.3,1.7,5.6,5.0,7.6,959.3,12.5,54.0,15.4,7.3,6.7
13144,1990-05-27,9.2,1.3,12.9,1.7,6.4,959.5,13.2,43.0,17.3,7.3,5.9
13145,1990-05-28,11.8,2.1,10.6,4.7,7.2,960.9,12.2,51.0,16.8,7.6,6.4
13146,1990-05-29,6.2,1.3,10.1,2.3,6.2,961.7,11.6,45.0,15.4,7.2,6.4
13147,1990-05-30,7.2,1.1,13.5,0.3,6.4,958.2,14.1,42.0,18.5,5.4,4.6
13148,1990-05-31,7.7,1.0,12.1,1.7,6.4,958.1,16.0,35.0,21.5,8.2,6.8
13149,1990-06-01,6.7,1.2,11.6,2.3,8.1,955.8,18.3,40.0,24.6,10.0,8.5
13150,1990-06-02,12.9,2.3,2.4,7.0,13.5,949.2,14.2,81.0,21.0,11.9,11.2
13151,1990-06-03,7.8,1.8,3.1,6.3,10.8,948.8,13.7,70.0,16.3,10.0,8.9
13152,1990-06-04,12.3,2.5,1.1,7.0,13.3,946.8,12.6,90.0,15.0,10.8,10.3
13153,1990-06-05,6.7,0.9,5.8,6.0,10.4,949.1,13.8,66.0,18.7,9.9,8.9
13154,1990-06-06,5.1,0.6,0.0,7.7,13.5,950.6,12.2,95.0,14.1,11.2,11.0
13155,1990-06-07,7.7,1.9,0.2,7.3,12.6,949.0,14.1,78.0,18.0,11.1,10.6
13156,1990-06-08,11.5,2.3,0.9,6.3,12.2,945.4,11.6,87.0,16.5,9.8,11.3
13157,1990-06-09,13.4,2.3,7.0,4.7,8.9,947.9,11.4,65.0,16.1,8.3,8.0
13158,1990-06-10,11.3,3.1,3.0,7.0,9.9,950.3,9.0,86.0,12.8,6.9,6.4
13159,1990-06-11,6.2,2.6,3.3,3.7,11.6,953.5,12.9,78.0,17.2,8.8,8.3
13160,1990-06-12,5.5,1.4,0.0,8.0,12.6,951.0,12.0,90.0,13.6,9.2,9.1
13161,1990-06-13,6.7,1.9,0.1,8.0,13.2,953.4,12.2,93.0,14.2,11.7,11.0
13162,1990-06-14,4.0,0.9,2.6,5.3,12.1,954.0,14.2,75.0,17.9,11.3,11.2
13163,1990-06-15,6.2,1.1,0.1,8.0,13.4,954.3,12.6,91.0,15.6,11.5,11.3
13164,1990-06-16,5.3,1.4,7.0,4.7,12.0,954.2,15.4,71.0,19.6,11.4,11.1
13165,1990-06-17,5.1,0.8,11.1,3.3,11.1,952.5,18.1,55.0,22.1,10.6,9.4
13166,1990-06-18,9.8,2.2,6.4,3.3,12.8,952.4,18.0,61.0,21.8,12.4,11.4
13167,1990-06-19,7.3,1.3,13.2,2.0,13.5,953.2,21.6,54.0,26.7,13.4,10.8
13168,1990-06-20,20.1,2.1,8.9,3.7,16.3,950.5,19.0,70.0,26.5,14.5,14.5
13169,1990-06-21,6.2,1.9,6.1,6.0,12.2,950.6,17.6,63.0,21.4,12.8,12.4
13170,1990-06-22,10.1,2.0,0.7,7.7,13.4,949.8,14.3,79.0,21.2,11.8,14.5
13171,1990-06-23,8.3,2.3,1.9,5.7,11.5,956.1,12.8,78.0,15.8,11.3,11.0
13172,1990-06-24,5.1,1.2,3.1,5.0,12.8,960.1,16.6,68.0,20.5,10.8,9.7
13173,1990-06-25,5.7,1.1,13.2,1.0,13.8,961.1,21.6,54.0,25.9,13.7,12.2
13174,1990-06-26,9.3,1.8,13.6,1.0,14.9,957.6,23.4,51.0,28.2,14.8,13.0
13175,1990-06-27,20.1,1.6,9.7,1.7,18.1,952.5,20.9,71.0,29.4,16.8,15.4
13176,1990-06-28,7.3,1.8,1.9,7.0,17.3,955.1,20.6,72.0,23.5,16.8,16.1
13177,1990-06-29,19.0,1.8,11.3,3.0,16.2,956.6,22.9,58.0,28.6,16.4,15.2
13178,1990-06-30,15.4,1.8,10.6,2.3,16.3,952.6,24.1,55.0,29.7,16.4,15.2
13179,1990-07-01,12.3,3.0,4.0,5.0,13.1,953.6,16.7,69.0,23.7,15.4,15.0
13180,1990-07-02,7.9,1.8,2.8,4.7,10.9,952.1,16.0,60.0,20.2,13.9,12.7
13181,1990-07-03,11.4,1.7,3.2,7.3,12.1,948.1,14.4,72.0,22.2,11.7,11.6
13182,1990-07-04,7.9,2.5,3.6,6.3,10.8,953.0,13.3,72.0,17.4,10.9,10.7
13183,1990-07-05,13.4,2.2,0.2,7.3,12.4,947.2,15.0,70.0,20.3,11.2,11.1
13184,1990-07-06,15.2,3.8,4.0,6.3,10.5,955.4,12.7,70.0,16.1,11.4,11.0
13185,1990-07-07,11.3,2.4,3.0,7.3,10.2,959.3,13.1,68.0,17.5,9.2,8.6
13186,1990-07-08,11.0,2.8,0.0,7.7,15.8,957.1,16.2,88.0,18.0,11.4,11.0
13187,1990-07-09,12.9,2.9,10.1,4.7,16.6,953.7,20.3,69.0,25.2,17.2,15.1
13188,1990-07-10,12.0,2.4,4.4,5.7,10.0,958.0,14.8,59.0,18.7,13.8,12.6
13189,1990-07-11,6.5,1.3,6.7,4.3,10.1,965.1,15.5,59.0,19.5,10.8,10.1
13190,1990-07-12,9.8,2.0,13.5,0.0,11.4,961.0,19.3,52.0,23.1,10.7,9.8
13191,1990-07-13,8.0,1.2,13.2,0.0,13.0,955.8,21.8,51.0,27.0,12.3,11.3
13192,1990-07-14,7.4,1.8,11.2,3.0,11.2,955.3,18.6,53.0,24.4,15.9,14.8
13193,1990-07-15,5.8,1.2,12.5,1.3,10.7,957.0,19.2,49.0,25.0,11.9,10.9
13194,1990-07-16,9.3,2.3,9.6,3.7,13.1,958.7,22.1,50.0,26.5,13.4,12.3
13195,1990-07-17,10.3,2.4,4.9,4.7,16.9,957.4,19.4,71.0,24.3,17.9,16.0
13196,1990-07-18,7.9,1.8,11.2,2.0,11.7,959.7,16.5,62.0,21.8,13.7,12.8
13197,1990-07-19,6.7,1.2,9.2,2.7,12.1,958.5,17.2,62.0,21.0,13.0,12.0
13198,1990-07-20,6.2,1.0,12.9,0.3,12.4,959.1,20.8,53.0,25.5,11.6,11.0
13199,1990-07-21,5.7,0.8,13.3,0.0,13.6,959.5,23.0,50.0,28.6,14.5,13.4
13200,1990-07-22,6.7,1.1,12.8,0.0,14.0,958.1,22.6,53.0,28.5,15.6,14.5
13201,1990-07-23,6.5,1.4,10.8,3.3,11.4,956.5,21.1,46.0,25.3,16.7,14.8
13202,1990-07-24,12.3,1.5,13.0,1.7,9.7,957.0,19.1,44.0,24.4,14.4,13.1
13203,1990-07-25,6.9,1.3,13.3,0.3,10.0,955.3,20.1,44.0,24.8,12.3,11.2
13204,1990-07-26,9.6,1.8,13.0,1.3,11.4,952.9,20.4,49.0,26.1,13.4,12.0
13205,1990-07-27,7.2,1.3,12.7,2.7,12.0,954.4,22.1,47.0,27.8,14.0,12.9
13206,1990-07-28,9.0,1.4,13.1,2.3,12.8,955.6,23.9,45.0,30.4,14.5,13.3
13207,1990-07-29,10.3,1.6,10.6,2.7,16.4,956.3,25.9,51.0,31.6,15.8,14.5
13208,1990-07-30,12.9,2.3,4.9,6.3,18.0,959.4,20.6,72.0,28.8,16.7,18.7
13209,1990-07-31,8.0,1.3,4.1,5.7,18.5,960.2,20.0,78.0,25.4,16.3,15.5
13210,1990-08-01,7.7,1.1,7.8,3.0,16.9,961.8,22.2,65.0,27.2,17.0,16.5
13211,1990-08-02,9.8,1.6,13.0,0.3,13.9,961.1,23.9,49.0,29.6,17.9,16.0
13212,1990-08-03,11.8,2.0,13.2,0.0,11.5,961.4,22.9,43.0,28.7,17.1,16.1
13213,1990-08-04,8.2,1.4,13.2,0.0,11.6,960.2,22.7,43.0,29.0,15.0,14.0
13214,1990-08-05,9.8,1.7,12.0,0.7,13.7,955.4,25.5,45.0,32.0,15.2,14.0
13215,1990-08-06,6.2,2.2,0.1,8.0,17.7,952.4,17.5,86.0,25.6,16.4,17.0
13216,1990-08-07,7.2,2.0,4.8,5.7,11.8,956.9,14.8,71.0,19.6,12.5,12.4
13217,1990-08-08,5.2,1.0,11.7,1.0,10.1,960.3,16.5,56.0,21.7,11.7,11.4
13218,1990-08-09,4.6,1.0,12.4,1.0,10.5,961.2,18.0,54.0,23.2,11.0,10.4
13219,1990-08-10,8.0,1.2,11.2,2.3,9.8,959.8,21.7,41.0,26.4,11.9,11.0
13220,1990-08-11,6.7,0.9,11.0,1.0,12.7,958.6,22.2,49.0,27.5,15.0,14.2
13221,1990-08-12,10.3,1.7,12.1,2.0,12.7,955.7,23.0,47.0,30.9,15.0,14.4
13222,1990-08-13,14.4,2.4,10.7,5.0,14.4,954.8,23.5,49.0,30.6,17.2,16.2
13223,1990-08-14,10.8,2.1,6.6,6.7,16.8,953.7,20.1,71.0,27.7,17.0,17.3
13224,1990-08-15,8.6,2.0,8.4,4.3,14.7,954.2,19.2,68.0,23.4,16.4,16.0
13225,1990-08-16,8.8,1.9,8.9,5.7,14.6,953.5,21.2,59.0,27.0,14.9,14.4
13226,1990-08-17,10.0,2.1,3.0,5.3,11.9,959.5,14.8,70.0,20.6,12.2,13.8
13227,1990-08-18,8.2,1.7,10.7,3.0,10.1,958.4,17.4,53.0,21.1,10.7,10.5
13228,1990-08-19,7.2,1.5,9.4,5.3,13.2,957.1,18.2,65.0,23.3,14.8,13.3
13229,1990-08-20,17.9,3.7,9.6,5.3,13.6,952.4,21.7,53.0,26.6,15.8,14.3
13230,1990-08-21,16.5,3.7,3.0,7.0,11.3,955.8,15.1,66.0,20.8,13.4,13.7
13231,1990-08-22,6.3,1.9,4.4,6.0,10.7,961.3,15.3,62.0,18.4,12.7,12.8
13232,1990-08-23,4.6,0.9,11.8,0.0,11.3,962.5,17.5,58.0,23.2,11.4,10.6
13233,1990-08-24,5.1,1.2,12.0,0.0,15.2,958.9,20.9,64.0,26.7,12.0,11.3
13234,1990-08-25,12.9,1.8,10.4,4.0,15.4,954.6,22.2,60.0,29.9,15.0,14.2
13235,1990-08-26,5.7,1.4,6.4,5.3,15.9,955.0,20.3,69.0,23.8,15.2,14.8
13236,1990-08-27,6.2,1.1,10.4,1.3,16.9,954.6,21.0,69.0,25.4,16.3,14.9
13237,1990-08-28,6.0,1.0,9.0,1.7,15.6,956.6,22.1,61.0,27.1,15.8,14.9
13238,1990-08-29,8.2,1.0,11.5,1.7,13.1,955.7,21.6,52.0,28.5,15.6,14.6
13239,1990-08-30,7.3,1.2,10.2,2.3,13.3,953.0,22.7,51.0,28.8,15.8,14.8
13240,1990-08-31,10.8,2.3,4.6,5.7,14.6,951.8,15.7,79.0,25.1,14.2,14.4
13241,1990-09-01,5.1,1.7,0.1,7.3,10.8,956.2,14.4,67.0,16.3,12.2,12.2
13242,1990-09-02,6.7,1.6,2.9,5.7,11.9,958.4,15.5,68.0,18.8,12.4,12.4
13243,1990-09-03,6.2,1.8,0.0,8.0,14.5,955.4,13.5,94.0,15.3,13.1,12.6
13244,1990-09-04,14.4,2.1,2.0,7.7,14.5,949.9,15.0,84.0,20.5,13.1,12.9
13245,1990-09-05,10.0,2.3,4.0,6.7,10.0,951.1,12.6,68.0,14.8,11.4,10.8
13246,1990-09-06,6.0,1.4,9.5,2.7,9.3,951.5,15.0,58.0,20.2,7.3,6.9
13247,1990-09-07,9.3,2.9,0.1,7.3,11.0,949.9,9.6,89.0,15.5,8.6,10.6
13248,1990-09-08,12.0,3.2,1.5,7.0,10.9,956.6,12.0,78.0,14.5,8.5,8.0
