,MESS_DATUM,FX,FM,SDK,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
0,1954-06-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,17.6,10.4,-1.0
1,1954-06-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.2,-1.0,19.7,9.7,-1.0
2,1954-06-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.6,-1.0,21.9,8.2,-1.0
3,1954-06-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.2,-1.0,17.3,11.8,-1.0
4,1954-06-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.2,-1.0,17.7,13.7,-1.0
5,1954-06-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.9,-1.0,17.7,10.9,-1.0
6,1954-06-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.5,-1.0,14.6,8.4,-1.0
7,1954-06-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,-1.0,23.4,6.6,-1.0
8,1954-06-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4,-1.0,26.3,12.0,-1.0
9,1954-06-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.1,-1.0,19.0,11.3,-1.0
10,1954-06-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.8,-1.0,18.2,10.8,-1.0
11,1954-06-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.1,-1.0,22.4,10.3,-1.0
12,1954-06-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,-1.0,21.3,12.9,-1.0
13,1954-06-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2,-1.0,17.4,12.2,-1.0
14,1954-06-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.7,-1.0,17.5,12.2,-1.0
15,1954-06-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2,-1.0,15.6,11.8,-1.0
16,1954-06-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.5,-1.0,20.0,12.3,-1.0
17,1954-06-18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.8,-1.0,22.8,12.2,-1.0
18,1954-06-19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.8,-1.0,26.8,13.1,-1.0
19,1954-06-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.8,-1.0,28.4,15.5,-1.0
20,1954-06-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,-1.0,29.3,16.6,-1.0
21,1954-06-22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,24.4,15.8,-1.0
22,1954-06-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.3,-1.0,22.3,14.8,-1.0
23,1954-06-24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.4,-1.0,23.5,14.9,-1.0
24,1954-06-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.7,-1.0,25.6,13.3,-1.0
25,1954-06-26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.4,-1.0,26.6,16.6,-1.0
26,1954-06-27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.9,-1.0,24.1,13.8,-1.0
27,1954-06-28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.6,-1.0,13.8,11.0,-1.0
28,1954-06-29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.9,-1.0,13.8,9.6,-1.0
29,1954-06-30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.1,-1.0,18.1,9.1,-1.0
30,1954-07-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.1,-1.0,17.4,10.5,-1.0
31,1954-07-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.8,-1.0,14.2,10.2,-1.0
32,1954-07-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.1,-1.0,21.3,10.6,-1.0
33,1954-07-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.7,-1.0,23.0,12.5,-1.0
34,1954-07-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.4,-1.0,16.8,10.2,-1.0
35,1954-07-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.9,-1.0,15.2,11.6,-1.0
36,1954-07-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1.0,13.1,8.6,-1.0
37,1954-07-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,10.7,8.0,-1.0
38,1954-07-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,9.2,8.2,-1.0
39,1954-07-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.5,-1.0,11.6,8.0,-1.0
40,1954-07-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.3,-1.0,19.7,10.0,-1.0
41,1954-07-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.6,-1.0,23.5,11.3,-1.0
42,1954-07-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,18.2,13.4,-1.0
43,1954-07-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.4,-1.0,21.2,12.6,-1.0
44,1954-07-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.6,-1.0,20.6,13.0,-1.0
45,1954-07-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.9,-1.0,15.2,10.6,-1.0
46,1954-07-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.9,-1.0,22.8,10.6,-1.0
47,1954-07-18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.9,-1.0,22.8,15.5,-1.0
48,1954-07-19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.2,-1.0,17.3,13.6,-1.0
49,1954-07-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.9,-1.0,18.7,11.8,-1.0
50,1954-07-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.2,-1.0,24.6,8.5,-1.0
51,1954-07-22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.7,-1.0,25.6,12.5,-1.0
52,1954-07-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.1,-1.0,21.9,13.4,-1.0
53,1954-07-24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.4,-1.0,23.4,13.0,-1.0
54,1954-07-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.9,-1.0,26.9,15.4,-1.0
55,1954-07-26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.4,-1.0,24.8,16.2,-1.0
56,1954-07-27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.9,-1.0,26.6,16.0,-1.0
57,1954-07-28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.6,-1.0,21.7,16.7,-1.0
58,1954-07-29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.8,-1.0,19.0,13.0,-1.0
59,1954-07-30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.8,-1.0,17.7,12.4,-1.0
60,1954-07-31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,18.6,11.3,-1.0
61,1954-08-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.8,-1.0,20.6,8.8,-1.0
62,1954-08-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.2,-1.0,26.9,13.4,-1.0
63,1954-08-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.7,-1.0,29.7,14.3,-1.0
64,1954-08-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4,-1.0,27.0,15.5,-1.0
65,1954-08-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,-1.0,26.5,15.8,-1.0
66,1954-08-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.8,-1.0,30.2,15.1,-1.0
67,1954-08-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,24.2,13.5,-1.0
68,1954-08-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.1,-1.0,22.8,10.7,-1.0
69,1954-08-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.5,-1.0,19.4,14.2,-1.0
70,1954-08-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2,-1.0,17.5,12.8,-1.0
71,1954-08-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.6,-1.0,18.1,11.4,-1.0
72,1954-08-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,21.7,10.0,-1.0
73,1954-08-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.1,-1.0,29.4,13.7,-1.0
74,1954-08-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.9,-1.0,26.5,15.4,-1.0
75,1954-08-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.4,-1.0,19.8,12.2,-1.0
76,1954-08-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.2,-1.0,14.6,11.0,-1.0
77,1954-08-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.5,-1.0,19.6,10.0,-1.0
78,1954-08-18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.7,-1.0,22.6,10.0,-1.0
79,1954-08-19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.2,-1.0,21.8,14.4,-1.0
80,1954-08-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.6,-1.0,21.3,14.0,-1.0
81,1954-08-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.2,-1.0,20.2,14.6,-1.0
82,1954-08-22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.1,-1.0,16.6,11.2,-1.0
83,1954-08-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.4,-1.0,16.6,10.4,-1.0
84,1954-08-24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.6,-1.0,17.2,8.5,-1.0
85,1954-08-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.5,-1.0,19.4,10.3,-1.0
86,1954-08-26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.1,-1.0,15.0,11.2,-1.0
87,1954-08-27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.6,-1.0,17.5,12.3,-1.0
88,1954-08-28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.5,-1.0,21.8,11.0,-1.0
89,1954-08-29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.7,-1.0,18.2,11.5,-1.0
90,1954-08-30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.2,-1.0,19.6,12.4,-1.0
91,1954-08-31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.5,-1.0,25.1,13.0,-1.0
92,1954-09-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.2,-1.0,26.8,12.2,-1.0
93,1954-09-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4,-1.0,26.3,14.4,-1.0
94,1954-09-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.1,-1.0,24.7,14.5,-1.0
95,1954-09-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.6,-1.0,26.3,13.5,-1.0
96,1954-09-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.3,-1.0,25.9,14.6,-1.0
97,1954-09-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,-1.0,23.8,13.6,-1.0
98,1954-09-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,24.2,13.8,-1.0
99,1954-09-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.9,-1.0,21.6,14.6,-1.0
100,1954-09-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,21.3,14.1,-1.0
101,1954-09-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.6,-1.0,24.0,12.4,-1.0
102,1954-09-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.5,-1.0,26.6,15.8,-1.0
103,1954-09-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.8,-1.0,20.8,12.3,-1.0
104,1954-09-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.6,-1.0,17.0,12.3,-1.0
105,1954-09-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2,-1.0,18.0,11.7,-1.0
106,1954-09-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.6,-1.0,14.0,10.4,-1.0
107,1954-09-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.8,-1.0,20.5,8.4,-1.0
108,1954-09-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,-1.0,16.4,10.0,-1.0
109,1954-09-18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.7,-1.0,13.9,11.4,-1.0
110,1954-09-19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.1,-1.0,23.3,12.4,-1.0
111,1954-09-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.4,-1.0,21.2,13.4,-1.0
112,1954-09-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.1,-1.0,13.7,10.0,-1.0
113,1954-09-22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,14.2,8.3,-1.0
114,1954-09-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,11.2,7.2,-1.0
115,1954-09-24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,-1.0,19.8,2.3,-1.0
116,1954-09-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.9,-1.0,17.7,8.6,-1.0
117,1954-09-26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.8,-1.0,15.3,9.9,-1.0
118,1954-09-27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.4,-1.0,12.8,9.6,-1.0
119,1954-09-28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.7,-1.0,12.6,7.6,-1.0
120,1954-09-29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,11.3,2.2,-1.0
121,1954-09-30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.8,-1.0,9.3,2.2,-1.0
122,1954-10-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.5,-1.0,12.5,6.4,-1.0
123,1954-10-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.3,-1.0,17.6,11.1,-1.0
124,1954-10-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,17.2,7.0,-1.0
125,1954-10-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.5,-1.0,15.9,7.9,-1.0
126,1954-10-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.2,-1.0,13.9,6.2,-1.0
127,1954-10-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.8,-1.0,11.7,8.6,-1.0
128,1954-10-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-1.0,11.4,5.3,-1.0
129,1954-10-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,-1.0,8.2,3.5,-1.0
130,1954-10-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.6,-1.0,9.7,4.9,-1.0
131,1954-10-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.8,-1.0,9.8,1.8,-1.0
132,1954-10-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,-1.0,9.8,2.1,-1.0
133,1954-10-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,11.3,5.4,-1.0
134,1954-10-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,12.6,0.6,-1.0
135,1954-10-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,15.0,1.1,-1.0
136,1954-10-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,17.8,3.6,-1.0
137,1954-10-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.9,-1.0,18.6,4.7,-1.0
138,1954-10-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.9,-1.0,20.5,7.0,-1.0
139,1954-10-18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2,-1.0,21.6,8.6,-1.0
140,1954-10-19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.2,-1.0,23.2,10.7,-1.0
141,1954-10-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.6,-1.0,17.2,8.4,-1.0
142,1954-10-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.6,-1.0,15.1,5.7,-1.0
143,1954-10-22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,12.0,8.0,-1.0
144,1954-10-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.9,-1.0,16.7,7.7,-1.0
145,1954-10-24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,19.5,6.6,-1.0
146,1954-10-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,13.0,7.1,-1.0
147,1954-10-26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,-1.0,10.3,3.6,-1.0
148,1954-10-27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,12.3,1.6,-1.0
149,1954-10-28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.5,-1.0,14.4,10.2,-1.0
150,1954-10-29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.4,-1.0,16.7,5.8,-1.0
151,1954-10-30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.8,-1.0,19.5,7.4,-1.0
152,1954-10-31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,12.6,8.0,-1.0
153,1954-11-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,10.6,7.5,-1.0
154,1954-11-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,15.3,2.6,-1.0
155,1954-11-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,12.3,6.3,-1.0
156,1954-11-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.4,-1.0,7.8,2.8,-1.0
157,1954-11-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,-1.0,8.5,-0.5,-1.0
158,1954-11-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,15.3,-0.8,-1.0
159,1954-11-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.8,-1.0,18.2,3.5,-1.0
160,1954-11-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.9,-1.0,14.7,8.8,-1.0
161,1954-11-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,-1.0,12.5,8.0,-1.0
162,1954-11-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,-1.0,9.2,4.7,-1.0
163,1954-11-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,7.0,4.1,-1.0
164,1954-11-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,13.0,0.6,-1.0
165,1954-11-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-1.0,10.4,3.0,-1.0
166,1954-11-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,-1.0,9.5,3.3,-1.0
167,1954-11-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.9,-1.0,5.2,0.7,-1.0
168,1954-11-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.1,-0.6,-1.0
169,1954-11-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3,-1.0,1.7,-1.8,-1.0
170,1954-11-18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,1.3,-1.2,-1.0
171,1954-11-19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,-1.0,1.7,0.2,-1.0
172,1954-11-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.1,-1.0,0.7,-2.8,-1.0
173,1954-11-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.1,-1.0,0.1,-6.0,-1.0
174,1954-11-22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.2,-1.0,4.0,-7.2,-1.0
175,1954-11-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.8,-1.0,2.6,-3.6,-1.0
176,1954-11-24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,2.2,-4.9,-1.0
177,1954-11-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,-1.0,2.2,-1.5,-1.0
178,1954-11-26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.1,-1.0,10.3,1.0,-1.0
179,1954-11-27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,-1.0,8.4,0.1,-1.0
180,1954-11-28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.7,-1.0,8.6,0.8,-1.0
181,1954-11-29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,-1.0,9.7,2.2,-1.0
182,1954-11-30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,-1.0,7.8,1.4,-1.0
183,1954-12-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,11.0,3.2,-1.0
184,1954-12-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,3.4,-0.4,-1.0
185,1954-12-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,-1.0,3.6,-1.2,-1.0
186,1954-12-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,10.4,1.4,-1.0
187,1954-12-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2,-1.0,10.0,1.2,-1.0
188,1954-12-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,3.0,0.1,-1.0
189,1954-12-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1,-1.0,2.1,0.6,-1.0
190,1954-12-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,4.3,-1.3,-1.0
191,1954-12-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,-1.0,10.8,-0.6,-1.0
192,1954-12-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,5.2,0.8,-1.0
193,1954-12-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,-1.0,3.5,1.2,-1.0
194,1954-12-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6,-1.0,3.0,1.1,-1.0
195,1954-12-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,4.7,-1.1,-1.0
196,1954-12-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,4.7,-1.8,-1.0
197,1954-12-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,-1.0,6.9,3.1,-1.0
198,1954-12-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,6.4,-0.1,-1.0
199,1954-12-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.1,-1.0
200,1954-12-18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3,-1.0,1.2,-1.4,-1.0
201,1954-12-19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2,-1.0,2.4,-2.2,-1.0
202,1954-12-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,7.9,-1.2,-1.0
203,1954-12-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,-1.0,4.0,2.2,-1.0
204,1954-12-22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,5.8,0.7,-1.0
205,1954-12-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,-1.0,7.2,0.9,-1.0
206,1954-12-24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,2.0,-1.4,-1.0
207,1954-12-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.8,-3.0,-1.0
208,1954-12-26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.9,-1.0,6.2,1.7,-1.0
209,1954-12-27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,7.6,4.7,-1.0
210,1954-12-28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.9,-1.0,9.4,6.1,-1.0
211,1954-12-29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,-1.0,6.1,4.6,-1.0
212,1954-12-30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,5.0,-0.3,-1.0
213,1954-12-31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-2.4,-1.0
214,1955-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.8,-1.0,-1.0,-4.7,-1.0
215,1955-01-02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.5,-1.0,-3.8,-7.7,-1.0
216,1955-01-03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7.7,-1.0,-5.4,-10.2,-1.0
217,1955-01-04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.6,-1.0,-3.6,-7.6,-1.0
218,1955-01-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5.5,-1.0,-3.2,-7.1,-1.0
219,1955-01-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.2,-1.0,-5.4,-8.2,-1.0
220,1955-01-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.8,-1.0,-4.1,-6.0,-1.0
221,1955-01-08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5.2,-1.0,-4.6,-6.0,-1.0
222,1955-01-09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.2,-1.0,-1.2,-5.4,-1.0
223,1955-01-10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.4,-1.0,0.4,-3.5,-1.0
224,1955-01-11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,10.2,-2.8,-1.0
225,1955-01-12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,-1.0,9.6,0.0,-1.0
226,1955-01-13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4,-1.0,3.4,-1.2,-1.0
