,Price_AAPL,Price_AMZN,Price_BA,Price_DIS,Price_GOOGL,Price_INTC,Price_MSFT,Price_NKE,Price_NVDA,Price_SBUX
2004-09-19,2.6528570652008057,42.959999084472656,55.150001525878906,23.10383033752441,58.803802490234375,20.59000015258789,27.51000022888184,9.56999969482422,4.896666526794434,11.512499809265137
2004-09-20,2.6935713291168213,43.27000045776367,54.7400016784668,22.817745208740234,59.73973846435547,20.920000076293945,27.51000022888184,9.75,4.889999866485596,11.399999618530272
2004-09-21,2.7149999141693115,43.290000915527344,54.70000076293945,23.093965530395508,58.97897720336914,21.07999992370605,27.26000022888184,9.918749809265137,5.019999980926514,11.432499885559082
2004-09-22,2.6371428966522217,41.380001068115234,53.68000030517578,22.985450744628903,59.24924850463867,20.420000076293945,27.1200008392334,9.869999885559082,4.786666870117188,11.192500114440918
2004-09-23,2.662142753601074,41.83000183105469,53.0,22.94598960876465,60.4704704284668,20.3799991607666,27.350000381469727,9.886249542236328,4.829999923706055,11.167499542236328
2004-09-24,2.663571357727051,40.93999862670898,53.13999938964844,23.14328956604004,59.9749755859375,20.1299991607666,27.290000915527344,9.962499618530272,4.683333396911621,11.260000228881836
2004-09-25,2.663571357727051,40.93999862670898,53.13999938964844,23.14328956604004,59.9749755859375,20.1299991607666,27.290000915527344,9.962499618530272,4.683333396911621,11.260000228881836
2004-09-26,2.663571357727051,40.93999862670898,53.13999938964844,23.14328956604004,59.9749755859375,20.1299991607666,27.290000915527344,9.962499618530272,4.683333396911621,11.260000228881836
2004-09-27,2.6807143688201904,39.93000030517578,52.5099983215332,22.85720443725586,59.18918991088867,19.920000076293945,27.190000534057617,9.912500381469728,4.599999904632568,11.095000267028809
2004-09-28,2.7171428203582764,39.43000030517578,52.31999969482422,22.29490089416504,63.49349212646485,19.68000030517578,27.270000457763672,9.962499618530272,4.666666507720947,11.145000457763672
2004-09-29,2.76285719871521,40.84000015258789,51.0099983215332,22.49220085144043,65.60560607910156,20.06999969482422,27.57999992370605,9.81624984741211,4.78000020980835,11.375
2004-09-30,2.767857074737549,40.86000061035156,51.619998931884766,22.245574951171875,64.8648681640625,20.059999465942383,27.649999618530277,9.850000381469728,4.840000152587891,11.364999771118164
2004-10-01,2.7621428966522217,40.470001220703125,52.47999954223633,22.76841926574707,66.35635375976562,20.850000381469727,28.25,9.984999656677246,5.039999961853027,11.80500030517578
2004-10-02,2.7621428966522217,40.470001220703125,52.47999954223633,22.76841926574707,66.35635375976562,20.850000381469727,28.25,9.984999656677246,5.039999961853027,11.80500030517578
2004-10-03,2.7621428966522217,40.470001220703125,52.47999954223633,22.76841926574707,66.35635375976562,20.850000381469727,28.25,9.984999656677246,5.039999961853027,11.80500030517578
2004-10-04,2.770714282989502,41.0099983215332,52.31999969482422,23.22220993041992,67.59759521484375,21.1299991607666,28.1200008392334,9.97249984741211,5.183333396911621,11.762499809265137
2004-10-05,2.812142848968506,40.959999084472656,51.4900016784668,23.557619094848636,69.25425720214844,21.31999969482422,28.3799991607666,9.96125030517578,5.066666603088379,11.857500076293944
2004-10-06,2.9028570652008057,41.36000061035156,52.36000061035156,24.011409759521484,68.60861206054688,21.1299991607666,28.530000686645508,10.008749961853027,5.086666584014893,11.994999885559082
2004-10-07,2.8299999237060547,41.150001525878906,51.31999969482422,24.41587448120117,69.49449157714844,21.239999771118164,28.170000076293945,9.951250076293944,5.116666793823242,11.772500038146973
2004-10-08,2.789999961853028,40.0,50.09999847412109,24.514524459838867,68.9339370727539,20.549999237060547,27.989999771118164,9.886249542236328,4.836666584014893,11.84749984741211
2004-10-09,2.789999961853028,40.0,50.09999847412109,24.514524459838867,68.9339370727539,20.549999237060547,27.989999771118164,9.886249542236328,4.836666584014893,11.84749984741211
2004-10-10,2.789999961853028,40.0,50.09999847412109,24.514524459838867,68.9339370727539,20.549999237060547,27.989999771118164,9.886249542236328,4.836666584014893,11.84749984741211
2004-10-11,2.7564284801483154,40.150001525878906,50.2599983215332,24.56385040283203,67.69770050048828,20.61000061035156,28.059999465942383,9.883749961853027,4.8433332443237305,11.952500343322754
2004-10-12,2.734999895095825,40.220001220703125,50.400001525878906,24.50465965270996,68.76876831054688,20.280000686645508,28.030000686645508,9.75374984741211,4.773333549499512,12.010000228881836
2004-10-13,2.8392856121063232,39.97999954223633,50.22999954223633,24.672365188598636,70.52052307128906,20.989999771118164,28.030000686645508,9.697500228881836,4.743333339691162,11.912500381469728
2004-10-14,3.212857246398926,39.09999847412109,50.25,24.514524459838867,71.0710678100586,20.51000022888184,27.799999237060547,9.671250343322754,4.599999904632568,11.947500228881836
2004-10-15,3.25,38.54999923706055,50.18999862670898,24.573715209960938,72.12712860107422,20.61000061035156,27.989999771118164,9.762499809265137,4.473333358764648,12.36750030517578
2004-10-16,3.25,38.54999923706055,50.18999862670898,24.573715209960938,72.12712860107422,20.61000061035156,27.989999771118164,9.762499809265137,4.473333358764648,12.36750030517578
2004-10-17,3.25,38.54999923706055,50.18999862670898,24.573715209960938,72.12712860107422,20.61000061035156,27.989999771118164,9.762499809265137,4.473333358764648,12.36750030517578
2004-10-18,3.4107143878936768,39.27000045776367,49.59000015258789,24.74142074584961,74.65465545654297,20.790000915527344,28.40999984741211,9.987500190734863,4.553333282470703,12.574999809265137
2004-10-19,3.3871428966522217,38.33000183105469,49.209999084472656,24.553985595703125,74.0440444946289,20.799999237060547,28.18000030517578,10.0337495803833,4.523333549499512,12.577500343322754
2004-10-20,3.390714168548584,38.34999847412109,48.959999084472656,24.406009674072266,70.31531524658203,21.450000762939453,28.700000762939453,9.956250190734863,4.576666831970215,12.5649995803833
2004-10-21,3.424285650253296,39.470001220703125,49.560001373291016,24.95845031738281,74.76476287841797,21.690000534057617,28.559999465942383,10.098750114440918,4.679999828338623,12.6899995803833
2004-10-22,3.3864285945892334,34.599998474121094,49.5099983215332,24.28763008117676,86.30130004882812,21.299999237060547,27.739999771118164,9.888750076293944,4.426666736602783,12.53499984741211
2004-10-23,3.3864285945892334,34.599998474121094,49.5099983215332,24.28763008117676,86.30130004882812,21.299999237060547,27.739999771118164,9.888750076293944,4.426666736602783,12.53499984741211
2004-10-24,3.3864285945892334,34.599998474121094,49.5099983215332,24.28763008117676,86.30130004882812,21.299999237060547,27.739999771118164,9.888750076293944,4.426666736602783,12.53499984741211
2004-10-25,3.3964285850524902,33.970001220703125,49.0,24.25803565979004,93.79379272460938,21.309999465942383,27.6299991607666,9.989999771118164,4.446666717529297,12.414999961853027
2004-10-26,3.4264285564422607,33.83000183105469,49.97999954223633,24.53425407409668,90.9909896850586,21.399999618530277,27.899999618530277,10.09749984741211,4.829999923706055,12.6274995803833
2004-10-27,3.5928571224212646,34.22999954223633,50.09999847412109,24.63290405273437,93.0780792236328,22.0,28.149999618530277,10.1875,4.9633331298828125,12.947500228881836
2004-10-28,3.7278571128845215,34.45000076293945,49.869998931884766,24.780879974365234,96.74674987792967,22.270000457763672,28.01000022888184,10.138750076293944,4.909999847412109,13.212499618530272
2004-10-29,3.742857217788696,34.130001068115234,49.900001525878906,24.87952995300293,95.41541290283205,22.26000022888184,27.96999931335449,10.16374969482422,4.823333263397217,13.220000267028809
2004-10-30,3.742857217788696,34.130001068115234,49.900001525878906,24.87952995300293,95.41541290283205,22.26000022888184,27.96999931335449,10.16374969482422,4.823333263397217,13.220000267028809
2004-10-31,3.742857217788696,34.130001068115234,49.900001525878906,24.87952995300293,95.41541290283205,22.26000022888184,27.96999931335449,10.16374969482422,4.823333263397217,13.220000267028809
2004-11-01,3.7464284896850586,35.099998474121094,49.95000076293945,24.88939476013184,98.11311340332033,22.440000534057617,28.07999992370605,10.199999809265137,4.926666736602783,13.324999809265137
2004-11-02,3.8214285373687744,36.2400016784668,49.880001068115234,25.116289138793945,97.53253173828124,22.61000061035156,28.239999771118164,10.279999732971191,4.996666431427002,13.244999885559082
2004-11-03,3.950714349746704,35.91999816894531,51.150001525878906,25.293859481811523,95.9309310913086,22.670000076293945,28.46999931335449,10.383749961853027,5.043333530426025,13.369999885559082
2004-11-04,3.8892858028411865,36.90999984741211,50.59000015258789,25.964679718017575,92.44244384765624,22.8799991607666,29.0,10.671250343322754,5.136666774749756,13.662500381469728
2004-11-05,3.908571481704712,36.560001373291016,51.150001525878906,26.07319450378418,84.75975799560547,23.36000061035156,29.309999465942383,10.765000343322754,5.880000114440918,13.6274995803833
2004-11-06,3.908571481704712,36.560001373291016,51.150001525878906,26.07319450378418,84.75975799560547,23.36000061035156,29.309999465942383,10.765000343322754,5.880000114440918,13.6274995803833
2004-11-07,3.908571481704712,36.560001373291016,51.150001525878906,26.07319450378418,84.75975799560547,23.36000061035156,29.309999465942383,10.765000343322754,5.880000114440918,13.6274995803833
2004-11-08,3.884285688400269,37.31999969482422,52.06999969482422,25.688459396362305,86.36135864257812,23.229999542236328,29.280000686645508,10.577500343322754,5.943333148956299,13.600000381469728
2004-11-09,3.8607141971588135,37.400001525878906,52.5099983215332,25.915355682373047,84.43443298339844,23.07999992370605,29.770000457763672,10.60124969482422,5.9066667556762695,13.704999923706056
2004-11-10,3.9107143878936768,38.09000015258789,53.400001525878906,26.30009078979492,84.0140151977539,22.86000061035156,29.729999542236328,10.537500381469728,5.9066667556762695,13.822500228881836
2004-11-11,3.950000047683716,38.83000183105469,54.29999923706055,26.231035232543945,91.60160064697266,23.170000076293945,29.979999542236328,10.623749732971191,6.023333549499512,13.859999656677246
2004-11-12,3.9642856121063232,40.459999084472656,53.93000030517578,26.43819999694824,91.0910873413086,23.690000534057617,29.96999931335449,10.800000190734863,6.0333333015441895,13.824999809265137
2004-11-13,3.9642856121063232,40.459999084472656,53.93000030517578,26.43819999694824,91.0910873413086,23.690000534057617,29.96999931335449,10.800000190734863,6.0333333015441895,13.824999809265137
2004-11-14,3.9642856121063232,40.459999084472656,53.93000030517578,26.43819999694824,91.0910873413086,23.690000534057617,29.96999931335449,10.800000190734863,6.0333333015441895,13.824999809265137
2004-11-15,3.945714235305786,40.88999938964844,54.02999877929688,26.369144439697266,92.52752685546876,23.770000457763672,27.38999938964844,10.803750038146973,6.12333345413208,13.789999961853027
2004-11-16,3.924285650253296,40.06999969482422,54.0,26.171844482421875,86.35635375976562,23.84000015258789,27.1200008392334,10.6850004196167,6.103333473205566,13.65999984741211
2004-11-17,3.921428680419922,39.900001525878906,54.75,26.201440811157227,86.33633422851562,24.31999969482422,27.170000076293945,10.748749732971191,6.206666469573975,13.897500038146973
2004-11-18,3.9564285278320312,40.369998931884766,54.84999847412109,26.014005661010746,83.85385131835938,24.799999237060547,27.06999969482422,10.625,6.286666870117188,13.94499969482422
2004-11-19,3.9407143592834473,38.54999923706055,53.77000045776367,26.30009078979492,84.78478240966797,24.15999984741211,26.86000061035156,10.3125,6.320000171661377,13.802499771118164
2004-11-20,3.9407143592834473,38.54999923706055,53.77000045776367,26.30009078979492,84.78478240966797,24.15999984741211,26.86000061035156,10.3125,6.320000171661377,13.802499771118164
2004-11-21,3.9407143592834473,38.54999923706055,53.77000045776367,26.30009078979492,84.78478240966797,24.15999984741211,26.86000061035156,10.3125,6.320000171661377,13.802499771118164
2004-11-22,4.382143020629883,38.04999923706055,53.970001220703125,26.82293510437012,82.63262939453125,24.100000381469727,26.649999618530277,10.467499732971191,6.5,14.1225004196167
2004-11-23,4.376428604125977,38.310001373291016,54.33000183105469,26.95117950439453,83.84384155273438,23.3700008392334,26.530000686645508,10.604999542236328,6.526666641235352,14.102499961853027
2004-11-24,4.574999809265137,38.75,54.119998931884766,26.970909118652344,87.46746826171875,23.61000061035156,26.63999938964844,10.678750038146973,6.553333282470703,14.192500114440918
2004-11-25,4.574999809265137,38.75,54.119998931884766,26.970909118652344,87.46746826171875,23.61000061035156,26.63999938964844,10.678750038146973,6.553333282470703,14.192500114440918
2004-11-26,4.610714435577393,39.09000015258789,54.02000045776367,26.75387954711914,89.78478240966797,23.209999084472656,26.600000381469727,10.636249542236328,6.619999885559082,14.149999618530272
2004-11-27,4.610714435577393,39.09000015258789,54.02000045776367,26.75387954711914,89.78478240966797,23.209999084472656,26.600000381469727,10.636249542236328,6.619999885559082,14.149999618530272
2004-11-28,4.610714435577393,39.09000015258789,54.02000045776367,26.75387954711914,89.78478240966797,23.209999084472656,26.600000381469727,10.636249542236328,6.619999885559082,14.149999618530272
2004-11-29,4.888571262359619,38.93999862670898,53.619998931884766,26.694690704345703,90.61561584472656,23.059999465942383,26.770000457763672,10.717499732971191,6.489999771118164,14.102499961853027
2004-11-30,4.789285659790039,39.68000030517578,53.56999969482422,26.517120361328125,91.0810775756836,22.3799991607666,26.809999465942383,10.582500457763672,6.37666654586792,14.0649995803833
2004-12-01,4.842143058776856,39.97999954223633,54.70000076293945,27.306320190429688,90.070068359375,23.100000381469727,27.25,10.818750381469728,6.536666870117188,14.387499809265137
2004-12-02,4.6578569412231445,40.16999816894531,54.86000061035156,27.247129440307617,89.78978729248047,22.709999084472656,27.09000015258789,10.837499618530272,6.62333345413208,14.662500381469728
2004-12-03,4.477142810821533,40.09000015258789,55.2599983215332,27.00050544738769,90.29029083251952,23.90999984741211,27.229999542236328,10.84000015258789,6.909999847412109,14.645000457763672
2004-12-04,4.477142810821533,40.09000015258789,55.2599983215332,27.00050544738769,90.29029083251952,23.90999984741211,27.229999542236328,10.84000015258789,6.909999847412109,14.645000457763672
2004-12-05,4.477142810821533,40.09000015258789,55.2599983215332,27.00050544738769,90.29029083251952,23.90999984741211,27.229999542236328,10.84000015258789,6.909999847412109,14.645000457763672
2004-12-06,4.69857120513916,39.4900016784668,54.75,26.95117950439453,88.23323059082031,24.01000022888184,27.32999992370605,10.832500457763672,7.239999771118164,14.6850004196167
2004-12-07,4.492142677307129,38.20000076293945,53.75,26.734149932861328,85.8008041381836,23.479999542236328,27.06999969482422,10.727499961853027,7.603333473205566,14.317500114440918
2004-12-08,4.519999980926514,38.720001220703125,52.79999923706055,26.832799911499023,85.0750732421875,23.01000022888184,27.36000061035156,10.837499618530272,7.693333148956299,14.552499771118164
2004-12-09,4.570714473724365,39.81999969482422,52.77999877929688,27.247129440307617,86.80180358886719,22.76000022888184,27.229999542236328,10.9399995803833,7.62333345413208,14.662500381469728
2004-12-10,4.653571605682373,39.04999923706055,52.41999816894531,27.256994247436523,85.9109115600586,22.559999465942383,27.07999992370605,10.875,7.769999980926514,14.515000343322754
2004-12-11,4.653571605682373,39.04999923706055,52.41999816894531,27.256994247436523,85.9109115600586,22.559999465942383,27.07999992370605,10.875,7.769999980926514,14.515000343322754
2004-12-12,4.653571605682373,39.04999923706055,52.41999816894531,27.256994247436523,85.9109115600586,22.559999465942383,27.07999992370605,10.875,7.769999980926514,14.515000343322754
2004-12-13,4.636428356170654,39.83000183105469,52.66999816894531,27.35564422607422,85.31031036376953,22.6299991607666,27.25,10.881250381469728,7.556666851043701,14.672499656677246
2004-12-14,4.663571357727051,40.43999862670898,52.63999938964844,27.286590576171875,89.43443298339844,23.239999771118164,27.229999542236328,10.81624984741211,7.710000038146973,14.68000030517578
2004-12-15,4.661428451538086,41.0,52.400001525878906,27.227399826049805,89.97998046875,23.13999938964844,27.11000061035156,10.731249809265137,7.78000020980835,14.670000076293944
2004-12-16,4.757143020629883,40.04999923706055,52.08000183105469,27.178075790405277,88.32332611083984,22.8700008392334,27.15999984741211,10.737500190734863,7.883333206176758,14.510000228881836
2004-12-17,4.6421427726745605,40.0099983215332,53.09999847412109,27.00050544738769,90.130126953125,22.770000457763672,26.959999084472656,11.462499618530272,7.686666488647461,14.545000076293944
2004-12-18,4.6421427726745605,40.0099983215332,53.09999847412109,27.00050544738769,90.130126953125,22.770000457763672,26.959999084472656,11.462499618530272,7.686666488647461,14.545000076293944
2004-12-19,4.6421427726745605,40.0099983215332,53.09999847412109,27.00050544738769,90.130126953125,22.770000457763672,26.959999084472656,11.462499618530272,7.686666488647461,14.545000076293944
2004-12-20,4.480000019073486,38.95000076293945,53.220001220703125,27.049829483032227,92.60260009765624,22.700000762939453,26.950000762939453,11.4375,7.603333473205566,14.6875
2004-12-21,4.549285888671875,39.38999938964844,53.41999816894531,27.109020233154297,91.96696472167967,23.489999771118164,27.06999969482422,11.426250457763672,7.659999847412109,14.739999771118164
2004-12-22,4.553571224212647,39.52000045776367,53.90999984741211,27.256994247436523,93.24324035644533,23.450000762939453,26.96999931335449,11.385000228881836,7.670000076293945,15.28499984741211
2004-12-23,4.572143077850342,38.93000030517578,53.52999877929688,27.2175350189209,94.0440444946289,23.540000915527344,27.01000022888184,11.453749656677246,7.690000057220459,15.154999732971191
2004-12-24,4.572143077850342,38.93000030517578,53.52999877929688,27.2175350189209,94.0440444946289,23.540000915527344,27.01000022888184,11.453749656677246,7.690000057220459,15.154999732971191
2004-12-25,4.572143077850342,38.93000030517578,53.52999877929688,27.2175350189209,94.0440444946289,23.540000915527344,27.01000022888184,11.453749656677246,7.690000057220459,15.154999732971191
2004-12-26,4.572143077850342,38.93000030517578,53.52999877929688,27.2175350189209,94.0440444946289,23.540000915527344,27.01000022888184,11.453749656677246,7.690000057220459,15.154999732971191
2004-12-27,4.511428356170654,42.25,53.150001525878906,27.375375747680664,96.0510482788086,23.3700008392334,26.850000381469727,11.356249809265137,7.62333345413208,15.350000381469728
2004-12-28,4.584285736083984,44.630001068115234,53.25,27.61213493347168,96.47647857666016,23.280000686645508,26.950000762939453,11.436249732971191,7.583333492279053,15.772500038146973
2004-12-29,4.6028571128845215,44.81999969482422,52.06999969482422,27.57267570495605,96.54654693603516,23.25,26.899999618530277,11.321249961853027,7.650000095367432,15.967499732971191
2004-12-30,4.628571510314941,44.970001220703125,51.900001525878906,27.50362014770508,98.89889526367188,23.25,26.76000022888184,11.3725004196167,7.619999885559082,15.65999984741211
2004-12-31,4.599999904632568,44.290000915527344,51.77000045776367,27.424699783325195,96.49149322509766,23.38999938964844,26.71999931335449,11.33625030517578,7.853333473205566,15.59000015258789
2005-01-01,4.599999904632568,44.290000915527344,51.77000045776367,27.424699783325195,96.49149322509766,23.38999938964844,26.71999931335449,11.33625030517578,7.853333473205566,15.59000015258789
2005-01-02,4.599999904632568,44.290000915527344,51.77000045776367,27.424699783325195,96.49149322509766,23.38999938964844,26.71999931335449,11.33625030517578,7.853333473205566,15.59000015258789
2005-01-03,4.520714282989502,44.52000045776367,50.970001220703125,27.47402572631836,101.45645904541016,23.06999969482422,26.739999771118164,11.33625030517578,7.860000133514404,15.28499984741211
2005-01-04,4.567142963409424,42.13999938964844,49.97999954223633,27.178075790405277,97.34735107421876,22.61000061035156,26.84000015258789,11.175000190734863,7.489999771118164,15.274999618530272
2005-01-05,4.607142925262451,41.77000045776367,50.810001373291016,27.03009986877441,96.8518524169922,22.38999938964844,26.780000686645508,11.041250228881836,7.559999942779541,15.399999618530272
2005-01-06,4.610714435577393,41.04999923706055,50.47999954223633,27.06955909729004,94.36936950683594,22.459999084472656,26.75,11.02750015258789,7.486666679382324,14.9350004196167
2005-01-07,4.9464287757873535,42.31999969482422,50.310001373291016,26.803205490112305,97.0220184326172,22.799999237060547,26.670000076293945,10.962499618530272,7.34333324432373,14.917499542236328
2005-01-08,4.9464287757873535,42.31999969482422,50.310001373291016,26.803205490112305,97.0220184326172,22.799999237060547,26.670000076293945,10.962499618530272,7.34333324432373,14.917499542236328
2005-01-09,4.9464287757873535,42.31999969482422,50.310001373291016,26.803205490112305,97.0220184326172,22.799999237060547,26.670000076293945,10.962499618530272,7.34333324432373,14.917499542236328
2005-01-10,4.925714492797852,41.84000015258789,50.97999954223633,26.911720275878903,97.62762451171876,22.8799991607666,26.799999237060547,11.071249961853027,7.360000133514404,14.457500457763672
2005-01-11,4.611428737640381,41.63999938964844,50.81999969482422,26.84266471862793,96.86686706542967,22.540000915527344,26.729999542236328,11.018750190734863,7.133333206176758,14.34749984741211
2005-01-12,4.675714492797852,42.29999923706055,51.93999862670898,27.345779418945312,97.78778839111328,23.15999984741211,26.780000686645508,11.073749542236328,7.073333263397217,14.255000114440918
2005-01-13,4.985714435577393,42.59999847412109,50.630001068115234,27.375375747680664,97.76276397705078,22.81999969482422,26.270000457763672,11.0024995803833,7.146666526794434,13.842499732971191
2005-01-14,5.014285564422607,44.54999923706055,50.90999984741211,27.917949676513672,100.0850830078125,23.020000457763672,26.1200008392334,11.118749618530272,7.170000076293945,14.052499771118164
2005-01-15,5.014285564422607,44.54999923706055,50.90999984741211,27.917949676513672,100.0850830078125,23.020000457763672,26.1200008392334,11.118749618530272,7.170000076293945,14.052499771118164
2005-01-16,5.014285564422607,44.54999923706055,50.90999984741211,27.917949676513672,100.0850830078125,23.020000457763672,26.1200008392334,11.118749618530272,7.170000076293945,14.052499771118164
2005-01-17,5.014285564422607,44.54999923706055,50.90999984741211,27.917949676513672,100.0850830078125,23.020000457763672,26.1200008392334,11.118749618530272,7.170000076293945,14.052499771118164
2005-01-18,5.046428680419922,44.58000183105469,51.880001068115234,28.35201072692871,102.05205535888672,22.940000534057617,26.31999969482422,11.087499618530272,7.283333301544189,14.487500190734863
2005-01-19,4.991428375244141,43.959999084472656,51.40999984741211,28.115249633789062,98.74874877929688,22.600000381469727,25.979999542236328,11.068750381469728,7.116666793823242,14.4375
2005-01-20,5.0328569412231445,42.36000061035156,50.900001525878906,28.134979248046875,97.05706024169922,22.57999992370605,25.86000061035156,10.850000381469728,7.133333206176758,14.15250015258789
2005-01-21,5.034999847412109,41.15999984741211,50.06999969482422,27.769975662231445,94.23423767089844,22.420000076293945,25.649999618530277,10.787500381469728,7.146666526794434,13.920000076293944
2005-01-22,5.034999847412109,41.15999984741211,50.06999969482422,27.769975662231445,94.23423767089844,22.420000076293945,25.649999618530277,10.787500381469728,7.146666526794434,13.920000076293944
2005-01-23,5.034999847412109,41.15999984741211,50.06999969482422,27.769975662231445,94.23423767089844,22.420000076293945,25.649999618530277,10.787500381469728,7.146666526794434,13.920000076293944
2005-01-24,5.054285526275635,40.380001068115234,49.63999938964844,27.57267570495605,90.45044708251952,21.989999771118164,25.670000076293945,10.78874969482422,6.860000133514404,13.477499961853027
2005-01-25,5.14642858505249,40.93999862670898,49.84000015258789,28.41119956970215,88.64865112304688,22.26000022888184,26.020000457763672,10.736249923706056,6.980000019073486,13.5
